disease,dbxref
http://purl.obolibrary.org/obo/UBERON_0002651,FMA:74520
http://purl.obolibrary.org/obo/UBERON_0002651,NCIT:C32637
http://purl.obolibrary.org/obo/UBERON_0002651,UMLS:C1281033
http://purl.obolibrary.org/obo/UBERON_0002651,neuronames:220
http://purl.obolibrary.org/obo/UBERON_0002651,UMLS:C0152281
http://purl.obolibrary.org/obo/UBERON_0002651,EMAPA:17770
http://purl.obolibrary.org/obo/UBERON_0002651,DHBA:10597
http://purl.obolibrary.org/obo/UBERON_0002651,SCTID:279247001
http://purl.obolibrary.org/obo/UBERON_0002651,BAMS:FLV
http://purl.obolibrary.org/obo/UBERON_0002651,BIRNLEX:1279
http://purl.obolibrary.org/obo/UBERON_0002651,Wikipedia:Anterior_horn_of_lateral_ventricle
http://purl.obolibrary.org/obo/UBERON_0016570,FMA:68861
http://purl.obolibrary.org/obo/UBERON_0016570,http://neurolex.org/wiki/Category:Rexed_spinal_cord_parcellation_scheme_region
http://purl.obolibrary.org/obo/UBERON_0016570,Wikipedia:Rexed_laminae
http://purl.obolibrary.org/obo/UBERON_0008593,FMA:46810
http://purl.obolibrary.org/obo/UBERON_0008593,Wikipedia:Zygomaticus_major_muscle
http://purl.obolibrary.org/obo/UBERON_0008593,NCIT:C53183
http://purl.obolibrary.org/obo/UBERON_0008593,SCTID:244739005
http://purl.obolibrary.org/obo/UBERON_0008593,UMLS:C0224115
http://purl.obolibrary.org/obo/UBERON_0008593,MFMO:0000138
http://purl.obolibrary.org/obo/UBERON_0008593,SCTID:244740007
http://purl.obolibrary.org/obo/UBERON_0009995,UMLS:C1515280
http://purl.obolibrary.org/obo/UBERON_0009995,NCIT:C34310
http://purl.obolibrary.org/obo/UBERON_0019196,BTO:0004661
http://purl.obolibrary.org/obo/GO_0015106,Reactome:R-HSA-2752067
http://purl.obolibrary.org/obo/UBERON_0015433,EMAPA:36302
http://purl.obolibrary.org/obo/UBERON_0015433,FMA:68206
http://purl.obolibrary.org/obo/UBERON_0015433,MA:0002862
http://purl.obolibrary.org/obo/UBERON_0015433,NCIT:C32555
http://purl.obolibrary.org/obo/CL_1000306,FMA:261285
http://purl.obolibrary.org/obo/CL_0000431,ZFA:0009199
http://purl.obolibrary.org/obo/UBERON_0022364,http://neuro.imm.dtu.dk/wiki/Occipital_fusiform_gyrus
http://purl.obolibrary.org/obo/UBERON_0022364,FMA:71033
http://purl.obolibrary.org/obo/UBERON_0022364,DHBA:12152
http://purl.obolibrary.org/obo/UBERON_0001921,EMAPA:35602
http://purl.obolibrary.org/obo/UBERON_0001921,MBA:181
http://purl.obolibrary.org/obo/UBERON_0001921,FMA:62153
http://purl.obolibrary.org/obo/UBERON_0001921,UMLS:C0228327
http://purl.obolibrary.org/obo/UBERON_0001921,DHBA:10403
http://purl.obolibrary.org/obo/UBERON_0001921,BIRNLEX:770
http://purl.obolibrary.org/obo/UBERON_0001921,MA:0000865
http://purl.obolibrary.org/obo/UBERON_0001921,neuronames:309
http://purl.obolibrary.org/obo/UBERON_0001921,BAMS:RE
http://purl.obolibrary.org/obo/UBERON_0001921,BAMS:Re
http://purl.obolibrary.org/obo/UBERON_0001921,BTO:0002459
http://purl.obolibrary.org/obo/UBERON_0001921,SCTID:369164006
http://purl.obolibrary.org/obo/UBERON_0005412,MA:0001305
http://purl.obolibrary.org/obo/UBERON_0005412,XAO:0000474
http://purl.obolibrary.org/obo/UBERON_0005412,VHOG:0000655
http://purl.obolibrary.org/obo/UBERON_0005412,EHDAA2:0001319
http://purl.obolibrary.org/obo/UBERON_0005412,SCTID:361508004
http://purl.obolibrary.org/obo/UBERON_0005412,Wikipedia:Choroid_fissure
http://purl.obolibrary.org/obo/UBERON_0005412,ZFA:0001284
http://purl.obolibrary.org/obo/UBERON_0005412,EHDAA:4759
http://purl.obolibrary.org/obo/UBERON_0005412,EMAPA:17166
http://purl.obolibrary.org/obo/UBERON_0005412,AAO:0011026
http://purl.obolibrary.org/obo/UBERON_0005412,RETIRED_EHDAA2:0000249
http://purl.obolibrary.org/obo/UBERON_0005412,TAO:0001284
http://purl.obolibrary.org/obo/UBERON_2001256,ZFA:0001256
http://purl.obolibrary.org/obo/UBERON_2002202,ZFA:0001669
http://purl.obolibrary.org/obo/UBERON_0010757,FMA:8120
http://purl.obolibrary.org/obo/UBERON_0010757,MA:0001408
http://purl.obolibrary.org/obo/UBERON_0010757,EMAPA:19536
http://purl.obolibrary.org/obo/UBERON_0010757,NCIT:C52760
http://purl.obolibrary.org/obo/UBERON_0010757,UMLS:C1709954
http://purl.obolibrary.org/obo/UBERON_0010757,SCTID:244663007
http://purl.obolibrary.org/obo/PR_B0BL87,UniProtKB:B0BL87
http://purl.obolibrary.org/obo/UBERON_0013475,Wikipedia:Von_Ebner's_gland
http://purl.obolibrary.org/obo/UBERON_0013475,FMA:293448
http://purl.obolibrary.org/obo/UBERON_0005028,FMA:59773
http://purl.obolibrary.org/obo/UBERON_0005028,SCTID:368908002
http://purl.obolibrary.org/obo/UBERON_0004400,FMA:241364
http://purl.obolibrary.org/obo/UBERON_2005083,ZFA:0005083
http://purl.obolibrary.org/obo/PR_P28906,UniProtKB:P28906
http://purl.obolibrary.org/obo/UBERON_0010944,SCTID:141905002
http://purl.obolibrary.org/obo/UBERON_0010944,MFMO:0000060
http://purl.obolibrary.org/obo/UBERON_0010944,EMAPA:37406
http://purl.obolibrary.org/obo/UBERON_0010944,FMA:46303
http://purl.obolibrary.org/obo/CL_1000703,KUPO:0001114
http://purl.obolibrary.org/obo/UBERON_0014527,NLX:144258
http://purl.obolibrary.org/obo/UBERON_0014527,SCTID:279296006
http://purl.obolibrary.org/obo/UBERON_0014527,DHBA:10584
http://purl.obolibrary.org/obo/UBERON_0014527,FMA:61954
http://purl.obolibrary.org/obo/UBERON_0014527,neuronames:201
http://purl.obolibrary.org/obo/UBERON_0014527,Wikipedia:Posterior_limb_of_internal_capsule
http://purl.obolibrary.org/obo/UBERON_0014527,BAMS:pic
http://purl.obolibrary.org/obo/NCBITaxon_7203,GC_ID:1
http://purl.obolibrary.org/obo/UBERON_0038870,FMA:44315
http://purl.obolibrary.org/obo/UBERON_0004506,FMA:261824
http://purl.obolibrary.org/obo/UBERON_0004269,MA:0000605
http://purl.obolibrary.org/obo/UBERON_0004269,EMAPA:37317
http://purl.obolibrary.org/obo/UBERON_0003641,UMLS:C1708082
http://purl.obolibrary.org/obo/UBERON_0003641,NCIT:C52779
http://purl.obolibrary.org/obo/UBERON_0003641,FMA:32899
http://purl.obolibrary.org/obo/UBERON_0003641,EMAPA:19126
http://purl.obolibrary.org/obo/UBERON_0003641,MA:0001382
http://purl.obolibrary.org/obo/UBERON_0003641,SCTID:361800004
http://purl.obolibrary.org/obo/UBERON_0005841,FMA:258176
http://purl.obolibrary.org/obo/UBERON_0005841,BIRNLEX:736
http://purl.obolibrary.org/obo/UBERON_0005841,UMLS:C0228617
http://purl.obolibrary.org/obo/UBERON_0009583,VHOG:0000911
http://purl.obolibrary.org/obo/UBERON_0009583,EMAPA:17580
http://purl.obolibrary.org/obo/UBERON_0035043,AAO:0010495
http://purl.obolibrary.org/obo/UBERON_8920035,FMA:14824
http://purl.obolibrary.org/obo/UBERON_0005908,FMA:20291
http://purl.obolibrary.org/obo/UBERON_0005908,EMAPA:18233
http://purl.obolibrary.org/obo/UBERON_0005908,SCTID:362531001
http://purl.obolibrary.org/obo/UBERON_0002724,UMLS:C0228263
http://purl.obolibrary.org/obo/UBERON_0002724,SCTID:369215009
http://purl.obolibrary.org/obo/UBERON_0002724,DHBA:12179
http://purl.obolibrary.org/obo/UBERON_0002724,FMA:75266
http://purl.obolibrary.org/obo/UBERON_0002724,BIRNLEX:1493
http://purl.obolibrary.org/obo/UBERON_0002724,neuronames:50
http://purl.obolibrary.org/obo/UBERON_0002724,BAMS:lmi
http://purl.obolibrary.org/obo/CL_1001592,CALOHA:TS-1278
http://purl.obolibrary.org/obo/UBERON_0035912,MBA:417
http://purl.obolibrary.org/obo/UBERON_0003524,EMAPA:35848
http://purl.obolibrary.org/obo/UBERON_0003524,MA:0000695
http://purl.obolibrary.org/obo/UBERON_0002501,GAID:882
http://purl.obolibrary.org/obo/UBERON_0002501,MESH:D010046
http://purl.obolibrary.org/obo/UBERON_0002501,SCTID:362561009
http://purl.obolibrary.org/obo/UBERON_0002501,FMA:56913
http://purl.obolibrary.org/obo/UBERON_0002501,Wikipedia:Oval_window
http://purl.obolibrary.org/obo/UBERON_0002501,NCIT:C32593
http://purl.obolibrary.org/obo/UBERON_0002501,EMAPA:19240
http://purl.obolibrary.org/obo/UBERON_0002501,MA:0002813
http://purl.obolibrary.org/obo/UBERON_2000594,ZFA:0000594
http://purl.obolibrary.org/obo/CL_0000210,CALOHA:TS-0868
http://purl.obolibrary.org/obo/CL_0000210,FBbt:00004211
http://purl.obolibrary.org/obo/CL_0000210,ZFA:0009127
http://purl.obolibrary.org/obo/CL_0000210,FMA:86740
http://purl.obolibrary.org/obo/CL_0000210,BTO:0001060
http://purl.obolibrary.org/obo/UBERON_0002911,SCTID:362353000
http://purl.obolibrary.org/obo/UBERON_0002911,UMLS:C0228265
http://purl.obolibrary.org/obo/UBERON_0002911,neuronames:96
http://purl.obolibrary.org/obo/UBERON_0002911,FMA:74889
http://purl.obolibrary.org/obo/UBERON_0002911,Wikipedia:Parietal_operculum
http://purl.obolibrary.org/obo/UBERON_0002911,DHBA:13230
http://purl.obolibrary.org/obo/UBERON_0002911,UMLS:C1284612
http://purl.obolibrary.org/obo/UBERON_0002911,BAMS:PaOp
http://purl.obolibrary.org/obo/UBERON_0002911,BIRNLEX:4029
http://purl.obolibrary.org/obo/UBERON_0002911,BAMS:pao
http://purl.obolibrary.org/obo/NCBITaxon_72041,GC_ID:1
http://purl.obolibrary.org/obo/UBERON_0001742,NCIT:C32526
http://purl.obolibrary.org/obo/UBERON_0001742,FMA:55112
http://purl.obolibrary.org/obo/UBERON_0001742,UMLS:C0458526
http://purl.obolibrary.org/obo/UBERON_0001742,MESH:D004825
http://purl.obolibrary.org/obo/UBERON_0001742,EMAPA:37522
http://purl.obolibrary.org/obo/UBERON_0001742,SCTID:278990001
http://purl.obolibrary.org/obo/UBERON_0001742,MA:0001763
http://purl.obolibrary.org/obo/UBERON_0007645,EHDAA2:0004453
http://purl.obolibrary.org/obo/UBERON_0001054,GAID:1228
http://purl.obolibrary.org/obo/UBERON_0001054,SCTID:41055008
http://purl.obolibrary.org/obo/UBERON_0001054,TADS:0000163
http://purl.obolibrary.org/obo/UBERON_0001054,EFO:0000243
http://purl.obolibrary.org/obo/UBERON_0001054,FBbt:00005786
http://purl.obolibrary.org/obo/UBERON_0001054,MESH:D008317
http://purl.obolibrary.org/obo/UBERON_0001054,MIAA:0000123
http://purl.obolibrary.org/obo/UBERON_0001054,BTO:0000810
http://purl.obolibrary.org/obo/UBERON_0001054,Wikipedia:Malpighian_tubule
http://purl.obolibrary.org/obo/UBERON_0001054,TGMA:0001038
http://purl.obolibrary.org/obo/UBERON_0001054,MAT:0000123
http://purl.obolibrary.org/obo/UBERON_0000913,ENVO:02000042
http://purl.obolibrary.org/obo/UBERON_0000913,NCIT:C120839
http://purl.obolibrary.org/obo/UBERON_0000913,Wikipedia:Interstitial_fluid
http://purl.obolibrary.org/obo/UBERON_0000913,FMA:9673
http://purl.obolibrary.org/obo/GO_0042420,Reactome:R-HSA-379397
http://purl.obolibrary.org/obo/GO_0042420,Reactome:R-HSA-379398
http://purl.obolibrary.org/obo/UBERON_0003233,EMAPA:17422
http://purl.obolibrary.org/obo/UBERON_0003233,EHDAA:4182
http://purl.obolibrary.org/obo/UBERON_0003233,VHOG:0000761
http://purl.obolibrary.org/obo/UBERON_0003233,EHDAA:6230
http://purl.obolibrary.org/obo/UBERON_0003233,EHDAA2:0001835
http://purl.obolibrary.org/obo/UBERON_0000115,EMAPA:32860
http://purl.obolibrary.org/obo/UBERON_0000115,MA:0001783
http://purl.obolibrary.org/obo/UBERON_0000115,BTO:0001653
http://purl.obolibrary.org/obo/UBERON_0002170,MA:0000429
http://purl.obolibrary.org/obo/UBERON_0002170,EHDAA:4987
http://purl.obolibrary.org/obo/UBERON_0002170,UMLS:C1261074
http://purl.obolibrary.org/obo/UBERON_0002170,NCIT:C33023
http://purl.obolibrary.org/obo/UBERON_0002170,FMA:7333
http://purl.obolibrary.org/obo/UBERON_0002170,EHDAA2:0001747
http://purl.obolibrary.org/obo/UBERON_0002170,EMAPA:17991
http://purl.obolibrary.org/obo/UBERON_0002170,galen:UpperLobeOfRightLung
http://purl.obolibrary.org/obo/UBERON_0002170,SCTID:361969002
http://purl.obolibrary.org/obo/UBERON_0002170,VHOG:0000859
http://purl.obolibrary.org/obo/UBERON_0010230,VHOG:0001616
http://purl.obolibrary.org/obo/UBERON_0010230,Wikipedia:Globe_(human_eye)
http://purl.obolibrary.org/obo/UBERON_0010230,MIAA:0000283
http://purl.obolibrary.org/obo/UBERON_0010230,SCTID:244486005
http://purl.obolibrary.org/obo/UBERON_0010230,FMA:12513
http://purl.obolibrary.org/obo/PR_P15379,UniProtKB:P15379
http://purl.obolibrary.org/obo/UBERON_0009856,galen:Diverticulum
http://purl.obolibrary.org/obo/UBERON_0002495,Wikipedia:Long_bone
http://purl.obolibrary.org/obo/UBERON_0002495,NCIT:C33003
http://purl.obolibrary.org/obo/UBERON_0002495,galen:LongBone
http://purl.obolibrary.org/obo/UBERON_0002495,SCTID:332709000
http://purl.obolibrary.org/obo/UBERON_0002495,BTO:0004256
http://purl.obolibrary.org/obo/UBERON_0002495,MA:0002802
http://purl.obolibrary.org/obo/UBERON_0002495,UMLS:C0222647
http://purl.obolibrary.org/obo/UBERON_0002495,FMA:7474
http://purl.obolibrary.org/obo/UBERON_0002495,EMAPA:35503
http://purl.obolibrary.org/obo/UBERON_0001241,UMLS:C0227267
http://purl.obolibrary.org/obo/UBERON_0001241,MA:0001552
http://purl.obolibrary.org/obo/UBERON_0001241,EMAPA:35777
http://purl.obolibrary.org/obo/UBERON_0001241,NCIT:C33565
http://purl.obolibrary.org/obo/UBERON_0001241,FMA:15693
http://purl.obolibrary.org/obo/UBERON_0001241,SCTID:52688008
http://purl.obolibrary.org/obo/UBERON_0012242,Wikipedia:Internal_urethral_orifice
http://purl.obolibrary.org/obo/UBERON_0012242,SCTID:362228001
http://purl.obolibrary.org/obo/UBERON_0012242,FMA:85263
http://purl.obolibrary.org/obo/UBERON_0014695,FMA:49689
http://purl.obolibrary.org/obo/UBERON_0014695,Wikipedia:Deep_auricular_artery
http://purl.obolibrary.org/obo/UBERON_0014695,SCTID:147157007
http://purl.obolibrary.org/obo/UBERON_0004674,FMA:53418
http://purl.obolibrary.org/obo/UBERON_0004674,BAMS:7n
http://purl.obolibrary.org/obo/UBERON_0004674,BAMS:7nf
http://purl.obolibrary.org/obo/UBERON_0004674,DMBA:17742
http://purl.obolibrary.org/obo/UBERON_0004674,SCTID:280186008
http://purl.obolibrary.org/obo/UBERON_0004674,BIRNLEX:1513
http://purl.obolibrary.org/obo/UBERON_0004674,DHBA:12862
http://purl.obolibrary.org/obo/UBERON_0004674,neuronames:579
http://purl.obolibrary.org/obo/GO_0031965,NIF_Subcellular:sao1687101204
http://purl.obolibrary.org/obo/UBERON_0013683,FMA:258716
http://purl.obolibrary.org/obo/UBERON_2000927,ZFA:0000927
http://purl.obolibrary.org/obo/CL_0002586,FMA:75802
http://purl.obolibrary.org/obo/CL_0002586,BTO:0004910
http://purl.obolibrary.org/obo/UBERON_0000978,EHDAA2:0000972
http://purl.obolibrary.org/obo/UBERON_0000978,CALOHA:TS-2206
http://purl.obolibrary.org/obo/UBERON_0000978,EHDAA:6176
http://purl.obolibrary.org/obo/UBERON_0000978,GAID:49
http://purl.obolibrary.org/obo/UBERON_0000978,MA:0000047
http://purl.obolibrary.org/obo/UBERON_0000978,EHDAA:8289
http://purl.obolibrary.org/obo/UBERON_0000978,EFO:0001411
http://purl.obolibrary.org/obo/UBERON_0000978,Wikipedia:Leg#Limb
http://purl.obolibrary.org/obo/UBERON_0000978,EMAPA:17489
http://purl.obolibrary.org/obo/UBERON_0000978,BTO:0000721
http://purl.obolibrary.org/obo/UBERON_0000978,EHDAA:5151
http://purl.obolibrary.org/obo/UBERON_0000978,MESH:D035002
http://purl.obolibrary.org/obo/UBERON_0000978,VHOG:0000345
http://purl.obolibrary.org/obo/UBERON_0012065,FMA:7423
http://purl.obolibrary.org/obo/UBERON_0002044,DHBA:12218
http://purl.obolibrary.org/obo/UBERON_0002044,EMAPA:35597
http://purl.obolibrary.org/obo/UBERON_0002044,BM:MB-D
http://purl.obolibrary.org/obo/UBERON_0002044,HBA:9047
http://purl.obolibrary.org/obo/UBERON_0002044,SCTID:369250001
http://purl.obolibrary.org/obo/UBERON_0002044,MBA:587
http://purl.obolibrary.org/obo/UBERON_0002044,MA:0001072
http://purl.obolibrary.org/obo/UBERON_0002044,BAMS:ND
http://purl.obolibrary.org/obo/UBERON_0002044,neuronames:514
http://purl.obolibrary.org/obo/UBERON_0002044,UMLS:C0262291
http://purl.obolibrary.org/obo/UBERON_0002044,FMA:68464
http://purl.obolibrary.org/obo/UBERON_0002044,BIRNLEX:896
http://purl.obolibrary.org/obo/UBERON_0002044,DMBA:16629
http://purl.obolibrary.org/obo/UBERON_0002044,BAMS:Dk
http://purl.obolibrary.org/obo/UBERON_0017641,FMA:5988
http://purl.obolibrary.org/obo/UBERON_0017641,SCTID:308794007
http://purl.obolibrary.org/obo/UBERON_0017641,Wikipedia:Meningeal_branches_of_spinal_nerve
http://purl.obolibrary.org/obo/UBERON_0014508,FMA:35337
http://purl.obolibrary.org/obo/UBERON_0014508,SCTID:370683007
http://purl.obolibrary.org/obo/UBERON_0014508,SCTID:361854002
http://purl.obolibrary.org/obo/UBERON_0004223,BTO:0004999
http://purl.obolibrary.org/obo/UBERON_0004223,MA:0001733
http://purl.obolibrary.org/obo/UBERON_0003485,MA:0001732
http://purl.obolibrary.org/obo/UBERON_0003485,EMAPA:37793
http://purl.obolibrary.org/obo/UBERON_0006861,MA:0002803
http://purl.obolibrary.org/obo/UBERON_0006861,FMA:32688
http://purl.obolibrary.org/obo/UBERON_0035307,UMLS:C1185372
http://purl.obolibrary.org/obo/UBERON_0035307,FMA:76259
http://purl.obolibrary.org/obo/UBERON_0035307,NCIT:C33867
http://purl.obolibrary.org/obo/UBERON_0035307,SCTID:360535000
http://purl.obolibrary.org/obo/UBERON_0004106,SCTID:362547004
http://purl.obolibrary.org/obo/UBERON_0004106,FMA:61024
http://purl.obolibrary.org/obo/UBERON_0004106,UMLS:C0229319
http://purl.obolibrary.org/obo/UBERON_0004106,NCIT:C32410
http://purl.obolibrary.org/obo/UBERON_0005664,RETIRED_EHDAA2:0000065
http://purl.obolibrary.org/obo/UBERON_0005664,EMAPA:16278
http://purl.obolibrary.org/obo/UBERON_0005664,EHDAA2:0000061
http://purl.obolibrary.org/obo/UBERON_0005664,EMAPA:16274
http://purl.obolibrary.org/obo/UBERON_0005664,VHOG:0001108
http://purl.obolibrary.org/obo/UBERON_0005664,EMAPA:16276
http://purl.obolibrary.org/obo/UBERON_0003390,EMAPA:16775
http://purl.obolibrary.org/obo/UBERON_0003390,EHDAA2:0001476
http://purl.obolibrary.org/obo/UBERON_0003390,FMA:18148
http://purl.obolibrary.org/obo/UBERON_0003390,BTO:0003155
http://purl.obolibrary.org/obo/UBERON_0009293,FMA:313738
http://purl.obolibrary.org/obo/UBERON_0009293,EHDAA:4780
http://purl.obolibrary.org/obo/UBERON_0009293,VHOG:0001323
http://purl.obolibrary.org/obo/UBERON_0009293,SCTID:346265009
http://purl.obolibrary.org/obo/UBERON_0009293,EMAPA:16802
http://purl.obolibrary.org/obo/UBERON_0014729,UMLS:C1514993
http://purl.obolibrary.org/obo/UBERON_0014729,NCIT:C33635
http://purl.obolibrary.org/obo/UBERON_0014729,FMA:60051
http://purl.obolibrary.org/obo/UBERON_0000117,EMAPA:37946
http://purl.obolibrary.org/obo/UBERON_0000117,FMA:12224
http://purl.obolibrary.org/obo/CHEBI_16247,KEGG:C00865
http://purl.obolibrary.org/obo/UBERON_0002716,neuronames:47
http://purl.obolibrary.org/obo/UBERON_0002716,BIRNLEX:1480
http://purl.obolibrary.org/obo/UBERON_0002716,BAMS:cos
http://purl.obolibrary.org/obo/UBERON_0002716,SCTID:279356006
http://purl.obolibrary.org/obo/UBERON_0002716,HBA:9380
http://purl.obolibrary.org/obo/UBERON_0002716,Wikipedia:Collateral_fissure
http://purl.obolibrary.org/obo/UBERON_0002716,DHBA:10618
http://purl.obolibrary.org/obo/UBERON_0002716,UMLS:C0228226
http://purl.obolibrary.org/obo/UBERON_0002716,FMA:83751
http://purl.obolibrary.org/obo/UBERON_0002716,ncithesaurus:Collateral_Sulcus
http://purl.obolibrary.org/obo/UBERON_0002716,NCIT:C32340
http://purl.obolibrary.org/obo/UBERON_0006059,UMLS:C0228120
http://purl.obolibrary.org/obo/UBERON_0006059,EMAPA:18551
http://purl.obolibrary.org/obo/UBERON_0006059,SCTID:279275004
http://purl.obolibrary.org/obo/UBERON_0006059,NCIT:C12890
http://purl.obolibrary.org/obo/UBERON_0006059,FMA:83967
http://purl.obolibrary.org/obo/UBERON_0006059,neuronames:1237
http://purl.obolibrary.org/obo/UBERON_0006059,Wikipedia:Falx_cerebri
http://purl.obolibrary.org/obo/UBERON_0011390,FMA:19037
http://purl.obolibrary.org/obo/UBERON_0011390,SCTID:181057000
http://purl.obolibrary.org/obo/UBERON_0011390,Wikipedia:Pudendal_nerve
http://purl.obolibrary.org/obo/UBERON_0011390,MESH:D060525
http://purl.obolibrary.org/obo/GO_0018108,RESID:AA0039
http://purl.obolibrary.org/obo/UBERON_0003897,MA:0003153
http://purl.obolibrary.org/obo/UBERON_0003897,RETIRED_EHDAA2:0000160
http://purl.obolibrary.org/obo/UBERON_0003897,EMAPA:18167
http://purl.obolibrary.org/obo/UBERON_0003897,TAO:0001954
http://purl.obolibrary.org/obo/UBERON_0003897,EHDAA:5982
http://purl.obolibrary.org/obo/UBERON_6000130,FBbt:00000130
http://purl.obolibrary.org/obo/GO_0005604,Wikipedia:Basement_membrane
http://purl.obolibrary.org/obo/UBERON_0001312,EMAPA:37123
http://purl.obolibrary.org/obo/UBERON_0001312,FMA:18839
http://purl.obolibrary.org/obo/UBERON_0001312,NCIT:C52686
http://purl.obolibrary.org/obo/UBERON_0001312,MA:0002080
http://purl.obolibrary.org/obo/UBERON_0001312,SCTID:113268007
http://purl.obolibrary.org/obo/UBERON_0001312,Wikipedia:Superior_vesical_artery
http://purl.obolibrary.org/obo/UBERON_0001312,UMLS:C0226376
http://purl.obolibrary.org/obo/UBERON_0035128,EMAPA:32631
http://purl.obolibrary.org/obo/CL_0000236,ZFA:0009142
http://purl.obolibrary.org/obo/CL_0000236,MESH:D001402
http://purl.obolibrary.org/obo/CL_0000236,VHOG:0001480
http://purl.obolibrary.org/obo/CL_0000236,CALOHA:TS-0068
http://purl.obolibrary.org/obo/CL_0000236,BTO:0000776
http://purl.obolibrary.org/obo/CL_0000236,FMA:62869
http://purl.obolibrary.org/obo/UBERON_2000223,ZFA:0000223
http://purl.obolibrary.org/obo/UBERON_0006477,SCTID:384789002
http://purl.obolibrary.org/obo/UBERON_0006477,UMLS:C1272495
http://purl.obolibrary.org/obo/UBERON_0006477,Wikipedia:Brodmann_area_34
http://purl.obolibrary.org/obo/UBERON_0006477,neuronames:2115
http://purl.obolibrary.org/obo/UBERON_0006477,FMA:68631
http://purl.obolibrary.org/obo/UBERON_0006477,BIRNLEX:1767
http://purl.obolibrary.org/obo/UBERON_0015160,FMA:49973
http://purl.obolibrary.org/obo/UBERON_0015160,Wikipedia:Supraorbital_artery
http://purl.obolibrary.org/obo/UBERON_0015160,SCTID:369330002
http://purl.obolibrary.org/obo/UBERON_0004193,Wikipedia:Thin_ascending_limb_of_loop_of_Henle
http://purl.obolibrary.org/obo/UBERON_0004193,MA:0001678
http://purl.obolibrary.org/obo/UBERON_0004193,EMAPA:28328
http://purl.obolibrary.org/obo/UBERON_0004193,FMA:17720
http://purl.obolibrary.org/obo/UBERON_0004193,EMAPA:28361
http://purl.obolibrary.org/obo/UBERON_2001759,ZFA:0005360
http://purl.obolibrary.org/obo/UBERON_0004479,AAO:0011572
http://purl.obolibrary.org/obo/UBERON_0004479,EFO:0003531
http://purl.obolibrary.org/obo/UBERON_0004479,FMA:50187
http://purl.obolibrary.org/obo/UBERON_0028922,NLXANAT:20081219
http://purl.obolibrary.org/obo/UBERON_0028922,HBA:4720
http://purl.obolibrary.org/obo/NCBITaxon_133551,GC_ID:1
http://purl.obolibrary.org/obo/UBERON_0012329,FMA:45568
http://purl.obolibrary.org/obo/UBERON_0012329,Wikipedia:Stratified_squamous_epithelium#Keratinized
http://purl.obolibrary.org/obo/UBERON_0006792,ZFA:0000327
http://purl.obolibrary.org/obo/UBERON_0006792,BAMS:SCI
http://purl.obolibrary.org/obo/UBERON_0006792,BM:MB-Tec-SCI
http://purl.obolibrary.org/obo/UBERON_0006792,DHBA:12298
http://purl.obolibrary.org/obo/UBERON_0006792,TAO:0000327
http://purl.obolibrary.org/obo/GO_0019221,Reactome:R-HSA-9680350
http://purl.obolibrary.org/obo/GO_0019221,Reactome:R-HSA-9607240
http://purl.obolibrary.org/obo/GO_0019221,Reactome:R-HSA-913531
http://purl.obolibrary.org/obo/GO_0019221,Reactome:R-HSA-9674555
http://purl.obolibrary.org/obo/GO_0019221,Reactome:R-HSA-449147
http://purl.obolibrary.org/obo/UBERON_0008971,UMLS:C0227388
http://purl.obolibrary.org/obo/UBERON_0008971,galen:LeftColon
http://purl.obolibrary.org/obo/UBERON_0008971,SCTID:362164005
http://purl.obolibrary.org/obo/UBERON_0008971,CALOHA:TS-0202
http://purl.obolibrary.org/obo/UBERON_0008971,NCIT:C33929
http://purl.obolibrary.org/obo/UBERON_0008971,BTO:0000646
http://purl.obolibrary.org/obo/UBERON_0008949,NCIT:C12287
http://purl.obolibrary.org/obo/UBERON_0008949,SCTID:303549000
http://purl.obolibrary.org/obo/UBERON_0008949,galen:LowerLobeOfLung
http://purl.obolibrary.org/obo/UBERON_0008949,FMA:7335
http://purl.obolibrary.org/obo/UBERON_0008949,UMLS:C0225758
http://purl.obolibrary.org/obo/UBERON_0002319,NCIT:C33101
http://purl.obolibrary.org/obo/UBERON_0002319,UMLS:C0017655
http://purl.obolibrary.org/obo/UBERON_0002319,BTO:0002494
http://purl.obolibrary.org/obo/UBERON_0002319,EMAPA:36561
http://purl.obolibrary.org/obo/UBERON_0002319,Wikipedia:Mesangium
http://purl.obolibrary.org/obo/UBERON_0002319,FMA:84139
http://purl.obolibrary.org/obo/UBERON_0002319,MA:0002617
http://purl.obolibrary.org/obo/UBERON_0001549,NCIT:C52689
http://purl.obolibrary.org/obo/UBERON_0001549,MA:0002105
http://purl.obolibrary.org/obo/UBERON_0001549,FMA:44377
http://purl.obolibrary.org/obo/UBERON_0001549,EMAPA:37143
http://purl.obolibrary.org/obo/UBERON_0001549,Wikipedia:Dorsal_metatarsal_veins
http://purl.obolibrary.org/obo/UBERON_0001549,UMLS:C0835053
http://purl.obolibrary.org/obo/UBERON_0035872,NLX:157671
http://purl.obolibrary.org/obo/UBERON_0035872,MBA:1070
http://purl.obolibrary.org/obo/UBERON_0003650,FMA:24502
http://purl.obolibrary.org/obo/UBERON_0003650,AAO:0000925
http://purl.obolibrary.org/obo/UBERON_0003650,UMLS:C1708999
http://purl.obolibrary.org/obo/UBERON_0003650,MA:0001369
http://purl.obolibrary.org/obo/UBERON_0003650,NCIT:C52791
http://purl.obolibrary.org/obo/UBERON_0003650,SCTID:182121005
